OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,Order Quantity,Discount Applied,Unit Cost,Unit Price,Procurement_to_Order_Days,Order_to_Ship_Days,Ship_to_Delivery_Days,Total_Lead_Time,Profit_Margin,Total_Revenue,Price_Quantity_Interaction,Cost_Quantity_Interaction,Discount_Price_Interaction,Margin_Quantity_Interaction,LeadTime_Quantity_Interaction,Price_Cost_Ratio,Discount_Margin_Interaction,iso_forest_outlier,Discount Applied_transformed,Total_Revenue_transformed,Price_Quantity_Interaction_transformed,Cost_Quantity_Interaction_transformed,Discount_Price_Interaction_transformed,Margin_Quantity_Interaction_transformed,_SalesTeamID_x__CustomerID,_SalesTeamID_x__StoreID,_SalesTeamID_x__ProductID,_SalesTeamID_x_Order Quantity,_SalesTeamID_x_Discount Applied,_SalesTeamID_x_Unit Cost,_SalesTeamID_x_Unit Price,_SalesTeamID_x_Procurement_to_Order_Days,_SalesTeamID_x_Order_to_Ship_Days,_CustomerID_x__StoreID,_CustomerID_x__ProductID,_CustomerID_x_Order Quantity,_CustomerID_x_Discount Applied,_CustomerID_x_Unit Cost,_CustomerID_x_Unit Price,_CustomerID_x_Procurement_to_Order_Days,_CustomerID_x_Order_to_Ship_Days,_StoreID_x__ProductID,_StoreID_x_Order Quantity,_StoreID_x_Discount Applied,_StoreID_x_Unit Cost,_StoreID_x_Unit Price,_StoreID_x_Procurement_to_Order_Days,_StoreID_x_Order_to_Ship_Days,_ProductID_x_Order Quantity,_ProductID_x_Discount Applied,_ProductID_x_Unit Cost,_ProductID_x_Unit Price,_ProductID_x_Procurement_to_Order_Days,_ProductID_x_Order_to_Ship_Days,Order Quantity_x_Discount Applied,Order Quantity_x_Unit Cost,Order Quantity_x_Unit Price,Order Quantity_x_Procurement_to_Order_Days,Order Quantity_x_Order_to_Ship_Days,Discount Applied_x_Unit Cost,Discount Applied_x_Unit Price,Discount Applied_x_Procurement_to_Order_Days,Discount Applied_x_Order_to_Ship_Days,Unit Cost_x_Procurement_to_Order_Days,Unit Cost_x_Order_to_Ship_Days,Unit Price_x_Procurement_to_Order_Days,Unit Price_x_Order_to_Ship_Days,Procurement_to_Order_Days_x_Order_to_Ship_Days
SO - 0002973,Wholesale,WARE-UHY1004,2019-02-04,2019-05-04,2019-05-15,2019-05-16,1,0.2,749.66,1118.9,89,11,1,101,0.19403462903182797,895.1200000000001,1118.9,749.66,223.78000000000003,0.19403462903182797,118.0,1.4925432862895858,0.0388069258063656,0.0,1.4194088442496877,-1.6136747118148294,-1.5474372950632895,-1.4577139210470298,0.3337294661334378,-1.3868553631006428,1296,6750,324,27,5.4,20240.82,30210.300000000003,2403,297,12000,576,48,9.600000000000001,35983.68,53707.200000000004,4272,528,3000,250,50.0,187415.0,279725.0,22250,2750,12,2.4000000000000004,8995.92,13426.800000000001,1068,132,0.2,749.66,1118.9,89,11,149.932,223.78000000000003,17.8,2.2,66719.73999999999,8246.26,99582.1,12307.900000000001,979
SO - 0002974,Distributor,WARE-UHY1004,2019-02-04,2019-05-04,2019-05-29,2019-06-02,7,0.075,1186.57,1695.1,89,25,4,118,0.32142857142857145,10975.7725,11865.699999999999,8305.99,127.1325,2.25,826.0,1.428571428571308,0.024107142857142858,0.0,-0.3550422678826752,0.6276705734444479,0.5763482121782234,0.7115345669920654,-0.23857178771044957,0.41588217451010073,308,4554,66,154,1.65,26104.539999999997,37292.2,1958,550,2898,42,98,1.05,16611.98,23731.399999999998,1246,350,621,1449,15.524999999999999,245619.99,350885.69999999995,18423,5175,21,0.22499999999999998,3559.71,5085.299999999999,267,75,0.525,8305.99,11865.699999999999,623,175,88.99274999999999,127.1325,6.675,1.875,105604.73,29664.25,150863.9,42377.5,2225
SO - 0002975,Online,WARE-XYS1001,2019-02-04,2019-05-04,2019-05-16,2019-05-19,8,0.15,1371.69,2324.9,89,12,3,104,0.4406790163958328,15809.32,18599.2,10973.52,348.735,3.5254321311666623,832.0,1.6949164898773268,0.06610185245937492,0.0,0.9975260600959536,1.0375075742434108,1.0832652533891438,1.0200710915070752,0.8109716029585027,0.9395419405819335,128,752,48,128,2.4,21947.04,37198.4,1424,192,376,24,64,1.2,10973.52,18599.2,712,96,141,376,7.05,64469.43,109270.3,4183,564,24,0.44999999999999996,4115.07,6974.700000000001,267,36,1.2,10973.52,18599.2,712,96,205.7535,348.735,13.35,1.7999999999999998,122080.41,16460.28,206916.1,27898.800000000003,1068
SO - 0002976,Distributor,WARE-NMK1003,2019-02-04,2019-05-04,2019-05-24,2019-05-27,5,0.05,730.7,891.1,89,20,3,112,0.1585397563979744,4232.724999999999,4455.5,3653.5,44.55500000000001,0.7926987819898721,560.0,1.2195155330503324,0.00792698781989872,0.0,-1.1667839207886594,-0.3340732099739777,-0.4061459146191024,-0.12333198384256441,-1.1983148148961136,-0.6131549646079079,480,2136,672,120,1.2000000000000002,17536.800000000003,21386.4,2136,480,1780,560,100,1.0,14614.0,17822.0,1780,400,2492,445,4.45,65032.3,79307.90000000001,7921,1780,140,1.4000000000000001,20459.600000000002,24950.8,2492,560,0.25,3653.5,4455.5,445,100,36.535000000000004,44.55500000000001,4.45,1.0,65032.3,14614.0,79307.90000000001,17822.0,1780
SO - 0002977,Online,WARE-NBV1002,2018-10-27,2019-05-04,2019-05-16,2019-05-18,7,0.1,491.45,1092.1,167,12,2,189,0.999979652050056,6880.23,7644.699999999999,3440.15,109.21,6.800000000000002,1255.3999999999996,2.222199613388499,0.0999979652050056,0.0,0.2379668888183211,0.13755409670879726,0.1156465287081482,-0.1803539790058135,-0.38572003763320933,1.731406340857918,200,1300,900,140,2.0,9829.0,21842.0,3340,240,650,450,70,1.0,4914.5,10921.0,1670,120,2925,455,6.5,31944.25,70986.5,10855,780,315,4.5,22115.25,49144.49999999999,7515,540,0.7000000000000001,3440.15,7644.699999999999,1169,84,49.145,109.21,16.7,1.2000000000000002,82072.15,5897.4,182380.69999999998,13105.199999999999,2004
SO - 0002978,Online,WARE-NMK1003,2019-02-04,2019-05-04,2019-05-06,2019-05-11,8,0.05,744.3,1078.7,89,3,5,96,0.37681714362488267,8198.12,8629.6,5954.4,53.935,3.0145371489990613,768.0,1.449281203815471,0.018840857181244133,0.0,-1.1667839207886594,0.31709624307697076,0.23931373620635354,0.36011986972460547,-1.0330312750432553,0.7538956019853402,551,3306,855,152,0.9500000000000001,14141.699999999999,20495.3,1691,57,5046,1305,232,1.4500000000000002,21584.699999999997,31282.300000000003,2581,87,7830,1392,8.700000000000001,129508.2,187693.80000000002,15486,522,360,2.25,33493.5,48541.5,4005,135,0.4,5954.4,8629.6,712,24,37.214999999999996,53.935,4.45,0.15000000000000002,66242.7,2232.8999999999996,96004.3,3236.1000000000004,267
SO - 0002979,Wholesale,WARE-NMK1003,2019-02-04,2019-05-04,2019-05-25,2019-05-29,6,0.2,1868.5,3892.7,89,21,4,114,0.6666630987423066,18684.96,23356.199999999997,11211.0,778.54,3.9999785924538394,684.0,2.0833288734277717,0.12500000000000003,0.0,1.4194088442496877,1.2335172780595014,1.3548560647043966,1.0443546997921875,1.7416760862088485,1.0908564556978264,1144,4342,78,156,5.2,48581.0,101210.2,2314,546,7348,132,264,8.8,82214.0,171278.8,3916,924,501,1002,33.4,312039.5,650080.9,14863,3507,18,0.6000000000000001,5605.5,11678.099999999999,267,63,1.2000000000000002,11211.0,23356.199999999997,534,126,373.70000000000005,778.54,17.8,4.2,166296.5,39238.5,346450.3,81746.7,1869
SO - 0002980,Wholesale,WARE-NMK1003,2019-02-04,2019-05-04,2019-05-11,2019-05-13,1,0.15,778.07,984.9,89,7,2,98,0.07595074993252524,837.165,984.9,778.07,147.73499999999999,0.07595074993252524,118.0,1.2658244116851611,0.011392612489878785,0.0,0.9975260600959536,-1.661817222539852,-1.6402084213851504,-1.4300536828798638,-0.09039276059329157,-1.5950328381221288,810,3402,405,27,4.05,21007.890000000003,26592.3,2403,189,3780,450,30,4.5,23342.100000000002,29547.0,2670,210,1890,126,18.9,98036.82,124097.4,11214,882,15,2.25,11671.050000000001,14773.5,1335,105,0.15,778.07,984.9,89,7,116.7105,147.73499999999999,13.35,1.05,69248.23000000001,5446.490000000001,87656.09999999999,6894.3,623
SO - 0002981,Wholesale,WARE-PUJ1005,2019-02-04,2019-05-04,2019-05-25,2019-06-02,3,0.075,3263.24,3839.1,89,21,8,118,0.08823362670229595,10653.5025,11517.3,9789.72,287.9325,0.26470088010688786,354.0,1.204816706989063,0.0066175220026721965,0.0,-0.3550422678826752,0.5952666477626902,0.5440499513035063,0.8919724991077127,0.6017618092780774,-1.2736826684510645,972,8775,1080,81,2.025,88107.48,103655.7,2403,567,11700,1440,108,2.6999999999999997,117476.63999999998,138207.6,3204,756,13000,975,24.375,1060553.0,1247707.5,28925,6825,120,3.0,130529.59999999999,153564.0,3560,840,0.22499999999999998,9789.72,11517.3,267,63,244.74299999999997,287.9325,6.675,1.575,290428.36,68528.04,341679.89999999997,80621.09999999999,1869
SO - 0002982,In-Store,WARE-UHY1004,2019-02-04,2019-05-04,2019-05-12,2019-05-22,7,0.3,575.26,1085.4,89,8,10,107,0.32075930883426623,5318.46,7597.800000000001,4026.8199999999997,325.62,2.2453151618398635,749.0,1.8867990126200525,0.09622779265027986,0.0,1.799423038740718,-0.11706073505660114,0.10943250295495234,-0.0299797478078315,0.7355308348296371,0.4135267123554673,432,1863,252,63,2.6999999999999997,5177.34,9768.6,801,72,9936,1344,336,14.399999999999999,27612.48,52099.200000000004,4272,384,5796,1449,62.099999999999994,119078.81999999999,224677.80000000002,18423,1656,196,8.4,16107.279999999999,30391.200000000004,2492,224,2.1,4026.8199999999997,7597.800000000001,623,56,172.578,325.62,26.7,2.4,51198.14,4602.08,96600.6,8683.2,712
SO - 0002983,In-Store,WARE-PUJ1005,2019-02-04,2019-05-04,2019-05-16,2019-05-26,3,0.1,164.02,227.8,89,12,10,111,0.24996951591269356,744.0015000000001,857.6,492.06000000000006,22.78,0.7499085477380807,333.0,1.388855017679924,0.024996951591269356,0.0,0.2379668888183211,-1.7453914121882859,-1.7386657337172247,-1.7596712216030155,-1.7449418683884999,-0.6574793858038759,336,2037,224,21,0.7000000000000001,1148.14,1594.6000000000001,623,84,13968,1536,144,4.800000000000001,7872.960000000001,10934.400000000001,4272,576,9312,873,29.1,47729.82,66289.8,25899,3492,96,3.2,5248.64,7289.6,2848,384,0.30000000000000004,492.06000000000006,683.4000000000001,267,36,16.402,22.78,8.9,1.2000000000000002,14597.78,1968.2400000000002,20274.2,2733.6000000000004,1068
SO - 0002984,Online,WARE-PUJ1005,2019-02-04,2019-05-04,2019-05-11,2019-05-20,2,0.05,437.91,1018.4,89,7,9,105,1.1951283014260554,1934.9599999999998,2036.8,875.82,50.92,2.4186248315863987,210.0,2.3255920166238893,0.060465620789659974,0.0,-1.1667839207886594,-1.01939333358703,-1.0845392800754747,-1.3409583538276744,-1.083242192893566,0.49806658685640864,513,5244,228,38,0.9500000000000001,8320.29,19349.6,1691,133,7452,324,54,1.35,11823.570000000002,27496.8,2403,189,3312,552,13.8,120863.16,281078.39999999997,24564,1932,24,0.6000000000000001,5254.92,12220.8,1068,84,0.1,875.82,2036.8,178,14,21.895500000000002,50.92,4.45,0.35000000000000003,38973.990000000005,3065.3700000000003,90637.59999999999,7128.8,623
SO - 0002985,In-Store,WARE-UHY1004,2019-02-04,2019-05-04,2019-05-09,2019-05-12,6,0.1,1027.11,2445.5,89,5,3,97,1.1428571428571432,13205.7,14673.0,6162.66,244.55,6.800000000000002,582.0,2.380952380952149,0.11428571428571432,0.0,0.2379668888183211,0.8323467921665627,0.8111596249304189,0.3955684960400591,0.42718391964679864,1.731406340857918,95,1150,225,30,0.5,5135.549999999999,12227.5,445,25,4370,855,114,1.9000000000000001,19515.089999999997,46464.5,1691,95,10350,1380,23.0,236235.3,562465.0,20470,1150,270,4.5,46219.95,110047.5,4005,225,0.6000000000000001,6162.66,14673.0,534,30,102.711,244.55,8.9,0.5,91412.79,5135.549999999999,217649.5,12227.5,445
SO - 0002986,Distributor,WARE-UHY1004,2019-02-04,2019-05-04,2019-05-10,2019-05-13,2,0.3,129.44,214.4,89,6,3,98,0.27662470227968683,744.0015000000001,857.6,490.94700000000006,75.04,0.5532494045593737,196.0,2.1277078371303983,0.11064988091187473,0.6999999999998181,1.799423038740718,-1.7453914121882859,-1.7386657337172247,-1.7612413241584624,-0.7373082875462766,-0.8792444522599233,990,5522,704,44,6.6,2847.68,4716.8,1958,132,11295,1440,90,13.5,5824.8,9648.0,4005,270,8032,502,75.3,32489.44,53814.4,22339,1506,64,9.6,4142.08,6860.8,2848,192,0.6,258.88,428.8,178,12,38.832,64.32,26.7,1.7999999999999998,11520.16,776.64,19081.600000000002,1286.4,534
SO - 0002987,Online,WARE-UHY1004,2019-02-04,2019-05-04,2019-05-26,2019-05-28,3,0.05,333.79,710.2,89,22,2,113,1.021300817879505,2024.0700000000002,2130.6000000000004,1001.3700000000001,35.510000000000005,3.0639024536385153,339.0,2.1276850714514732,0.05106504089397526,0.0,-1.1667839207886594,-0.9823088396792137,-1.0478555303069412,-1.2380684377177347,-1.3891024792568931,0.7730325552747983,630,3615,270,45,0.75,5006.85,10653.0,1335,330,10122,756,126,2.1,14019.18,29828.4,3738,924,4338,723,12.05,80443.39,171158.2,21449,5302,54,0.9,6008.22,12783.6,1602,396,0.15000000000000002,1001.3700000000001,2130.6000000000004,267,66,16.689500000000002,35.510000000000005,4.45,1.1,29707.31,7343.38,63207.8,15624.400000000001,1958
SO - 0002988,Distributor,WARE-PUJ1005,2019-02-04,2019-05-04,2019-05-16,2019-05-17,5,0.15,1318.83,1782.2,89,12,1,102,0.14864690672793307,7574.349999999999,8911.0,6594.15,267.33,0.7432345336396653,510.0,1.35134930203276,0.02229703600918996,0.0,0.9975260600959536,0.23538492894924715,0.272476147162022,0.4659137312572253,0.5219709465209708,-0.6645091246808829,552,6600,528,120,3.5999999999999996,31651.92,42772.8,2136,288,6325,506,115,3.4499999999999997,30333.089999999997,40990.6,2047,276,6050,1375,41.25,362678.25,490105.0,24475,3300,110,3.3,29014.26,39208.4,1958,264,0.75,6594.15,8911.0,445,60,197.82449999999997,267.33,13.35,1.7999999999999998,117375.87,15825.96,158615.80000000002,21386.4,1068
SO - 0002989,Online,WARE-XYS1001,2019-02-04,2019-05-04,2019-05-08,2019-05-18,7,0.1,418.62,951.4,89,4,10,103,1.0454350007166404,5993.820000000001,6659.8,2930.34,95.14,6.800000000000002,721.0,2.27270555635128,0.10454350007166405,0.0,0.2379668888183211,-0.00017244820631939778,-0.022119099302552656,-0.32974116956807903,-0.5168855873045499,1.731406340857918,425,765,391,119,1.7000000000000002,7116.54,16173.8,1513,68,1125,575,175,2.5,10465.5,23785.0,2225,100,1035,315,4.5,18837.9,42813.0,4005,180,161,2.3000000000000003,9628.26,21882.2,2047,92,0.7000000000000001,2930.34,6659.8,623,28,41.862,95.14,8.9,0.4,37257.18,1674.48,84674.59999999999,3805.6,356
SO - 0002990,In-Store,WARE-MKL1006,2019-02-04,2019-05-04,2019-05-12,2019-05-17,2,0.075,3646.4449999999997,5628.0,89,8,5,102,0.14197530864197536,10411.800000000001,11256.0,9117.36,422.09999999999997,0.2839506172839507,204.0,1.2345679012345407,0.010648148148148151,0.0,-0.3550422678826752,0.57042112511393,0.5192866770224123,0.8132841455823973,1.024274617063443,-1.2441561962078425,28,1400,148,8,0.3,14585.779999999999,22512.0,356,32,2450,259,14,0.525,25525.114999999998,39396.0,623,56,12950,700,26.25,1276255.75,1969800.0,31150,2800,74,2.775,134918.465,208236.0,3293,296,0.15,7292.889999999999,11256.0,178,16,273.48337499999997,422.09999999999997,6.675,0.6,324533.605,29171.559999999998,500892.0,45024.0,712
SO - 0002991,Wholesale,WARE-UHY1004,2019-02-04,2019-05-04,2019-05-19,2019-05-26,7,0.1,647.22,1078.7,89,15,7,111,0.5,6795.81,7550.900000000001,4530.54,107.87,3.5,777.0,1.666666666666409,0.05,0.0,0.2379668888183211,0.1250989422083562,0.10318637776573915,0.08504653285226337,-0.3975534591595439,0.9309035436015707,756,6426,405,189,2.7,17474.940000000002,29124.9,2403,405,6664,420,196,2.8000000000000003,18122.16,30203.600000000002,2492,420,3570,1666,23.8,154038.36000000002,256730.6,21182,3570,105,1.5,9708.300000000001,16180.5,1335,225,0.7000000000000001,4530.54,7550.900000000001,623,105,64.72200000000001,107.87,8.9,1.5,57602.58,9708.300000000001,96004.3,16180.5,1335
SO - 0002992,In-Store,WARE-NMK1003,2019-02-04,2019-05-05,2019-05-28,2019-06-07,4,0.1,2904.45,3872.6,90,23,10,123,0.20000000000000012,13941.36,15490.4,11617.8,387.26,0.8000000000000005,492.0,1.3333333333332875,0.020000000000000014,0.0,0.2379668888183211,0.8935191501931599,0.8724354425611627,1.0849629824271967,0.9274338324268259,-0.605717980031191,88,976,80,32,0.8,23235.6,30980.8,720,184,1342,110,44,1.1,31948.949999999997,42598.6,990,253,1220,488,12.200000000000001,354342.89999999997,472457.2,10980,2806,40,1.0,29044.5,38726.0,900,230,0.4,11617.8,15490.4,360,92,290.445,387.26,9.0,2.3000000000000003,261400.49999999997,66802.34999999999,348534.0,89069.8,2070
SO - 0002993,Online,WARE-MKL1006,2019-02-04,2019-05-05,2019-05-27,2019-05-30,6,0.2,679.38,871.0,90,22,3,115,0.025641025641025748,4180.8,5226.0,4076.2799999999997,174.20000000000002,0.1538461538461545,690.0,1.2820512820510932,0.00512820512820515,0.0,1.4194088442496877,-0.34557512357809694,-0.2567993736768436,-0.01816479704067345,0.07535553675798268,-1.4548410777623748,378,4830,42,84,2.8000000000000003,9511.32,12194.0,1260,308,9315,81,162,5.4,18343.26,23517.0,2430,594,1035,2070,69.0,234386.1,300495.0,31050,7590,18,0.6000000000000001,2038.1399999999999,2613.0,270,66,1.2000000000000002,4076.2799999999997,5226.0,540,132,135.876,174.20000000000002,18.0,4.4,61144.2,14946.36,78390.0,19162.0,1980
SO - 0002994,Wholesale,WARE-XYS1001,2019-02-04,2019-05-05,2019-05-14,2019-05-21,8,0.05,736.0,1132.3,90,9,7,106,0.4615285326086956,8605.48,9058.4,5888.0,56.615,3.6922282608695647,848.0,1.5384510869563126,0.02307642663043478,0.0,-1.1667839207886594,0.367692638114506,0.28949942781598453,0.3485980545344882,-0.9904028315415695,0.9947985994604845,216,621,162,216,1.35,19872.0,30572.1,2430,243,184,48,64,0.4,5888.0,9058.4,720,72,138,184,1.1500000000000001,16928.0,26042.899999999998,2070,207,48,0.30000000000000004,4416.0,6793.799999999999,540,54,0.4,5888.0,9058.4,720,72,36.800000000000004,56.615,4.5,0.45,66240.0,6624.0,101907.0,10190.699999999999,810
SO - 0002995,In-Store,WARE-XYS1001,2019-02-04,2019-05-05,2019-05-24,2019-05-27,1,0.1,929.42,1936.3,90,19,3,112,0.875008069548751,1742.67,1936.3,929.42,193.63,0.875008069548751,118.0,2.083342299498388,0.08750080695487511,0.0,0.2379668888183211,-1.104555606855699,-1.1254420757493142,-1.2956056084659384,0.18348624127910687,-0.53133750343014,96,120,192,6,0.6000000000000001,5576.5199999999995,11617.8,540,114,320,512,16,1.6,14870.72,30980.8,1440,304,640,20,2.0,18588.399999999998,38726.0,1800,380,32,3.2,29741.44,61961.6,2880,608,0.1,929.42,1936.3,90,19,92.94200000000001,193.63,9.0,1.9000000000000001,83647.8,17658.98,174267.0,36789.7,1710
SO - 0002996,Distributor,WARE-NMK1003,2019-02-04,2019-05-05,2019-05-27,2019-05-31,4,0.05,3605.81,5078.6,90,22,4,116,0.33802668471161823,19298.68,20314.4,14423.24,253.93000000000004,1.352106738846473,464.0,1.4084491418016645,0.016901334235580913,0.0,-1.1667839207886594,1.2720433578092305,1.1872486969980067,1.336346518961082,0.4671175829909098,-0.1287751552104197,912,4224,384,96,1.2000000000000002,86539.44,121886.40000000001,2160,528,6688,608,152,1.9000000000000001,137020.78,192986.80000000002,3420,836,2816,704,8.8,634622.5599999999,893833.6000000001,15840,3872,64,0.8,57692.96,81257.6,1440,352,0.2,14423.24,20314.4,360,88,180.2905,253.93000000000004,4.5,1.1,324522.9,79327.81999999999,457074.00000000006,111729.20000000001,1980
SO - 0002997,In-Store,WARE-PUJ1005,2019-02-04,2019-05-05,2019-05-28,2019-05-30,4,0.3,1604.25,1956.4,90,23,2,115,0.0,4695.36,7825.6,6417.0,782.5600000000001,0.0,460.0,1.219510674770066,0.0,0.0,1.799423038740718,-0.23649294187869346,0.13932073715922585,0.43751661467747505,1.7479342963418367,-1.74389422188882,264,1572,96,24,1.7999999999999998,9625.5,11738.400000000001,540,138,11528,704,176,13.2,70587.0,86081.6,3960,1012,4192,1048,78.6,420313.5,512576.80000000005,23580,6026,64,4.8,25668.0,31302.4,1440,368,1.2,6417.0,7825.6,360,92,481.275,586.92,27.0,6.8999999999999995,144382.5,36897.75,176076.0,44997.200000000004,2070
SO - 0002998,Distributor,WARE-NMK1003,2019-02-04,2019-05-05,2019-05-27,2019-06-05,1,0.075,129.44,254.6,90,22,9,121,1.010800887978142,744.0015000000001,857.6,490.94700000000006,19.095,1.010800887978142,121.0,2.1738387978123512,0.07581006659836065,0.0,-0.3550422678826752,-1.7453914121882859,-1.7386657337172247,-1.7612413241584624,-1.8798881782816534,-0.40529984557517756,768,3048,624,24,1.7999999999999998,3106.56,6110.4,2160,528,4064,832,32,2.4,4142.08,8147.2,2880,704,3302,127,9.525,16438.88,32334.2,11430,2794,26,1.95,3365.44,6619.599999999999,2340,572,0.075,129.44,254.6,90,22,9.708,19.095,6.75,1.65,11649.6,2847.68,22914.0,5601.2,1980
SO - 0002999,Online,WARE-UHY1004,2019-02-04,2019-05-05,2019-05-20,2019-05-27,4,0.05,599.99,1333.3,90,15,7,112,1.1110935182253037,5066.54,5333.2,2399.96,66.665,4.444374072901215,448.0,2.222203703394686,0.055554675911265186,0.0,-1.1667839207886594,-0.16385990664307434,-0.23750327012524752,-0.5105006262363544,-0.8447446647571681,1.2177843975505889,544,3712,448,64,0.8,9599.84,21332.8,1440,240,7888,952,136,1.7000000000000002,20399.66,45332.2,3060,510,6496,928,11.600000000000001,139197.68,309325.6,20880,3480,112,1.4000000000000001,16799.72,37332.4,2520,420,0.2,2399.96,5333.2,360,60,29.9995,66.665,4.5,0.75,53999.1,8999.85,119997.0,19999.5,1350
SO - 0003000,Online,WARE-UHY1004,2019-02-04,2019-05-06,2019-05-25,2019-05-30,3,0.1,1020.28,1259.6,91,19,5,115,0.11110675500842897,3400.9199999999996,3778.7999999999997,3060.84,125.96,0.3333202650252869,345.0,1.2345630611203555,0.011110675500842897,0.0,0.2379668888183211,-0.5345548916085912,-0.5563047221464256,-0.28953388094133264,-0.2476236100040794,-1.1707813840147963,580,4900,60,60,2.0,20405.6,25192.0,1820,380,7105,87,87,2.9000000000000004,29588.12,36528.399999999994,2639,551,735,735,24.5,249968.6,308602.0,22295,4655,9,0.30000000000000004,3060.84,3778.7999999999997,273,57,0.30000000000000004,3060.84,3778.7999999999997,273,57,102.028,125.96,9.1,1.9000000000000001,92845.48,19385.32,114623.59999999999,23932.399999999998,1729
SO - 0003001,Wholesale,WARE-UHY1004,2019-02-04,2019-05-06,2019-05-08,2019-05-16,8,0.2,1427.03,2418.7,91,3,8,101,0.35593505392318314,15479.68,19349.6,11416.24,483.74,2.847480431385465,808.0,1.69491881740386,0.07118701078463663,0.0,1.4194088442496877,1.0131712183694255,1.1297030418866953,1.0649949178619749,1.1795406415155758,0.6869913181006043,1242,5751,108,216,5.4,38529.81,65304.899999999994,2457,81,9798,184,368,9.200000000000001,65643.38,111260.2,4186,138,852,1704,42.6,303957.39,515183.1,19383,639,32,0.8,5708.12,9674.8,364,12,1.6,11416.24,19349.6,728,24,285.406,483.74,18.2,0.6000000000000001,129859.73,4281.09,220101.69999999998,7256.099999999999,273
SO - 0003002,Online,WARE-PUJ1005,2019-02-04,2019-05-06,2019-06-03,2019-06-11,7,0.3,1753.79,2740.3,91,27,8,127,0.09375124729870742,13427.470000000001,19182.100000000002,12276.529999999999,822.09,0.6562587310909519,889.0,1.5625017818552072,0.028125374189612223,0.0,1.799423038740718,0.8510816630371094,1.1194694949722803,1.1482476710732703,1.8080075956802855,-0.7591643804622941,144,4860,54,126,5.3999999999999995,31568.22,49325.4,1638,486,2160,24,56,2.4,14030.32,21922.4,728,216,810,1890,81.0,473523.3,739881.0,24570,7290,21,0.8999999999999999,5261.37,8220.900000000001,273,81,2.1,12276.529999999999,19182.100000000002,637,189,526.137,822.09,27.3,8.1,159594.88999999998,47352.33,249367.30000000002,73988.1,2457
SO - 0003003,In-Store,WARE-PUJ1005,2019-02-04,2019-05-06,2019-05-16,2019-05-20,3,0.05,1576.51,2425.4,91,10,4,105,0.4615384615384616,6912.39,7276.200000000001,4729.53,121.27000000000001,1.3846153846153848,315.0,1.5384615384614408,0.02307692307692308,0.0,-1.1667839207886594,0.14226530507629656,0.06593760992725106,0.1275307519837227,-0.28458556433804144,-0.10495899126967487,38,560,10,6,0.1,3153.02,4850.8,182,20,5320,95,57,0.9500000000000001,29953.69,46082.6,1729,190,1400,840,14.0,441422.8,679112.0,25480,2800,15,0.25,7882.55,12127.0,455,50,0.15000000000000002,4729.53,7276.200000000001,273,30,78.8255,121.27000000000001,4.55,0.5,143462.41,15765.1,220711.4,24254.0,910
SO - 0003004,Wholesale,WARE-UHY1004,2019-02-04,2019-05-06,2019-05-14,2019-05-19,8,0.05,801.32,1742.0,91,8,5,104,1.0652173913043474,13239.199999999999,13936.0,6410.56,87.10000000000001,6.800000000000002,832.0,2.1739130434779894,0.053260869565217375,0.0,-1.1667839207886594,0.8351936299252368,0.7534173182147207,0.4364719001330015,-0.5996656760056985,1.731406340857918,1107,6237,999,216,1.35,21635.640000000003,47034.0,2457,216,9471,1517,328,2.0500000000000003,32854.12,71422.0,3731,328,8547,1848,11.55,185104.92,402402.0,21021,1848,296,1.85,29648.84,64454.0,3367,296,0.4,6410.56,13936.0,728,64,40.066,87.10000000000001,4.55,0.4,72920.12000000001,6410.56,158522.0,13936.0,728
SO - 0003005,In-Store,WARE-PUJ1005,2019-02-04,2019-05-06,2019-05-29,2019-06-08,5,0.1,675.36,1125.6,91,23,10,124,0.4999999999999999,5065.2,5628.0,3376.8,112.56,2.4999999999999996,620.0,1.6666666666664196,0.04999999999999999,0.0,0.2379668888183211,-0.1641139947347924,-0.18606012534587058,-0.19785890581700524,-0.3566833272646507,0.5360163310188752,180,2925,63,45,0.9,6078.24,10130.4,819,207,6500,140,100,2.0,13507.2,22512.0,1820,460,2275,1625,32.5,219492.0,365819.99999999994,29575,7475,35,0.7000000000000001,4727.52,7879.199999999999,637,161,0.5,3376.8,5628.0,455,115,67.536,112.56,9.1,2.3000000000000003,61457.76,15533.28,102429.59999999999,25888.8,2093
SO - 0003006,In-Store,WARE-NMK1003,2019-02-04,2019-05-06,2019-05-30,2019-06-02,6,0.1,1483.38,2472.3,91,24,3,118,0.5,13350.420000000002,14833.800000000001,8900.28,247.23000000000002,3.0,708.0,1.6666666666665542,0.05,0.0,0.2379668888183211,0.844602113617643,0.8234351720121712,0.7868336621965918,0.4387291446675575,0.7482066030756397,204,2196,72,72,1.2000000000000002,17800.56,29667.600000000002,1092,288,3111,102,102,1.7000000000000002,25217.460000000003,42029.100000000006,1547,408,1098,1098,18.3,271458.54000000004,452430.9,16653,4392,36,0.6000000000000001,8900.28,14833.800000000001,546,144,0.6000000000000001,8900.28,14833.800000000001,546,144,148.33800000000002,247.23000000000002,9.1,2.4000000000000004,134987.58000000002,35601.12,224979.30000000002,59335.200000000004,2184
